season,name,team,pos,games,minutes,points,rebounds,assists,steals,blocks,turnovers
2024-25,Brandon Ingram,NOP,SF,18,595,400,100,93,16,11,69
2024-25,Gary Payton II,GSW,SG,62,927,400,185,83,52,17,39
2024-25,Day'Ron Sharpe,BRK,C,50,908,397,330,91,41,42,63
2024-25,Jonathan Mogbo,TOR,PF,63,1286,389,311,146,55,34,70
2024-25,Moritz Wagner,ORL,C,30,564,386,148,42,24,12,49
2024-25,Sandro Mamukelashvili,SAS,PF,61,681,385,187,48,22,17,26
2024-25,Kelly Olynyk,TOR,C,44,891,384,206,128,33,19,76
2024-25,Jaxson Hayes,LAL,C,56,1093,383,269,58,31,51,43
2024-25,Alex Caruso,OKC,SG,54,1041,382,159,137,87,30,37
2024-25,Jonathan Isaac,ORL,PF,71,1090,380,314,40,61,80,33
2024-25,Precious Achiuwa,NYK,C,57,1170,379,317,55,47,42,45
2024-25,Talen Horton-Tucker,CHI,SG,58,724,379,100,83,21,11,40
2024-25,Marcus Sasser,DET,PG,57,811,375,69,133,37,4,54
2024-25,Julian Phillips,CHI,SF,79,1123,366,169,39,38,20,27
2024-25,Cody Martin,CHO,SF,53,1173,358,224,105,56,32,51
2024-25,Kyle Anderson,GSW,PF,61,1002,357,206,145,40,33,37
2024-25,Alec Burks,MIA,SG,49,863,356,124,55,28,7,29
2024-25,Caleb Martin,PHI,SF,45,1218,356,177,95,46,23,56
2024-25,Garrison Mathews,ATL,SG,47,830,353,87,60,26,15,31
2024-25,Tidjane Salaün,CHO,PF,60,1244,353,280,74,29,14,58
2024-25,Jared McCain,PHI,SG,23,592,352,56,60,15,0,37
2024-25,Ryan Rollins,MIL,PG,56,820,349,108,104,42,17,53
2024-25,Javonte Green,NOP,SG,68,1258,347,218,56,65,31,32
2024-25,Kevon Looney,GSW,C,76,1142,344,462,118,46,37,39
2024-25,Aaron Holiday,HOU,PG,62,792,340,78,83,19,11,37
2024-25,Quinten Post,GSW,PF,42,686,340,148,56,16,18,33
2024-25,Bruce Brown,NOP,PG,41,922,340,164,84,34,10,39
2024-25,Adem Bona,PHI,C,58,905,337,245,27,26,69,61
2024-25,Isaac Okoro,CLE,SG,55,1053,337,130,68,32,16,23
2024-25,Svi Mykhailiuk,UTA,SF,38,760,334,90,76,19,7,52
2024-25,Mason Plumlee,PHO,C,74,1300,333,455,134,33,47,59
2024-25,Ben Sheppard,IND,SG,63,1229,332,177,85,38,14,22
2024-25,Tristan Vukcevic,WAS,C,35,513,330,130,39,11,23,42
2024-25,Tre Jones,SAS,PG,46,905,330,116,192,37,10,35
2024-25,Dalen Terry,CHI,SG,73,987,326,124,97,44,15,53
2024-25,Karlo Matković,NOP,PF,42,791,325,209,46,22,41,43
2024-25,Dean Wade,CLE,PF,59,1252,320,249,76,42,20,22
2024-25,DaQuan Jeffries,CHO,SG,47,1071,315,135,53,26,25,35
2024-25,Shake Milton,LAL,SG,57,837,315,104,102,25,4,40
2024-25,Dereck Lively II,DAL,C,36,833,314,270,85,20,56,41
2024-25,Nicolas Batum,LAC,PF,78,1367,313,218,84,52,36,34
2024-25,Jabari Walker,POR,PF,60,749,313,211,37,33,6,34
2024-25,Neemias Queta,BOS,C,62,863,310,236,45,18,42,40
2024-25,Malcolm Brogdon,WAS,PG,24,564,305,91,98,13,5,38
2024-25,Antonio Reeves,NOP,SG,44,660,305,63,39,21,4,30
2024-25,Marcus Smart,MEM,PG,34,680,305,72,109,39,9,54
2024-25,Orlando Robinson,TOR,C,44,770,303,220,77,17,16,49
2024-25,Andre Drummond,PHI,C,40,751,293,310,34,39,18,55
2024-25,Kris Murray,POR,SF,69,1040,287,182,68,35,17,43
2024-25,Landry Shamet,NYK,SG,50,762,286,61,27,23,2,22
2024-25,Jeff Dowtin Jr.,PHI,PG,41,621,285,60,78,24,12,15
2024-25,Josh Okogie,PHO,SG,40,625,283,113,33,48,18,31
2024-25,KJ Simpson,CHO,PG,36,842,282,109,112,34,6,56
2024-25,Drew Eubanks,UTA,C,61,746,280,226,54,12,39,41
2024-25,Jaylin Williams,OKC,PF,47,784,278,262,120,22,29,35
2024-25,Brandon Williams,DAL,PG,33,487,275,58,76,24,5,39
2024-25,KJ Martin,PHI,PF,43,912,274,125,48,17,22,24
2024-25,Vasilije Micić,CHO,PG,41,785,269,89,128,15,0,77
2024-25,Lonzo Ball,CHI,PG,35,777,267,118,115,47,17,41
2024-25,Tosan Evbuomwan,BRK,SF,28,665,267,120,55,24,10,39
2024-25,Jett Howard,ORL,SF,60,701,267,70,44,13,11,36
2024-25,Eric Gordon,PHI,SG,39,768,266,46,65,26,12,28
2024-25,Lindy Waters III,GSW,SG,52,778,256,110,52,27,11,20
2024-25,Ben Simmons,BRK,PG,51,1120,256,241,285,38,23,102
2024-25,Oso Ighodaro,PHO,PF,61,1045,255,222,71,28,29,39
2024-25,Pelle Larsson,MIA,SG,55,782,251,92,65,32,7,24
2024-25,Lonnie Walker IV,PHI,SG,20,477,247,63,50,10,5,25
2024-25,Bol Bol,PHO,PF,36,448,244,104,22,9,25,20
2024-25,Caleb Houstan,ORL,SF,58,788,239,75,35,22,6,13
2024-25,A.J. Lawson,TOR,SG,26,486,236,86,31,13,6,15
2024-25,Malaki Branham,SAS,SG,47,427,235,51,38,11,2,34
2024-25,Ajay Mitchell,OKC,SG,36,597,234,68,64,25,4,29
2024-25,Monte Morris,PHO,PG,45,571,233,67,73,20,3,21
2024-25,Richaun Holmes,WAS,PF,31,534,230,177,42,9,23,21
2024-25,Andre Jackson Jr.,MIL,SG,67,980,230,182,83,34,14,58
2024-25,Cody Williams,UTA,SG,50,1060,230,113,59,23,16,44
2024-25,Reed Sheppard,HOU,PG,52,654,229,78,75,35,17,37
2024-25,Gui Santos,GSW,PF,56,762,227,172,80,25,10,42
2024-25,Steven Adams,HOU,C,58,794,225,327,66,22,28,54
2024-25,AJ Johnson,WAS,SG,29,639,220,59,76,12,3,35
2024-25,Rob Dillingham,MIN,PG,49,516,219,50,98,20,1,53
2024-25,Blake Wesley,SAS,SG,58,683,217,61,114,37,6,54
2024-25,Pat Connaughton,MIL,SG,41,603,216,109,70,9,11,24
2024-25,GG Jackson II,MEM,PF,29,459,209,92,29,12,5,31
2024-25,DeAndre Jordan,DEN,C,56,691,209,284,53,16,27,40
2024-25,Herbert Jones,NOP,SF,20,648,205,78,65,37,9,35
2024-25,Larry Nance Jr.,ATL,PF,24,463,203,103,38,20,13,16
2024-25,Olivier-Maxence Prosper,DAL,PF,52,584,201,126,40,26,6,14
2024-25,Jock Landale,HOU,C,42,500,200,137,37,13,10,21
2024-25,Jalen Pickett,DEN,SG,49,666,200,71,107,19,5,24
2024-25,Kai Jones,LAC,C,40,468,198,125,25,15,23,18
2024-25,Mouhamed Gueye,ATL,PF,33,533,197,139,27,28,33,15
2024-25,Jamal Cain,NOP,SF,37,502,196,85,22,23,9,22
2024-25,Collin Gillespie,PHO,PG,33,461,194,78,78,21,5,17
2024-25,Duop Reath,POR,C,46,469,194,92,26,12,14,16
2024-25,Craig Porter Jr.,CLE,PG,51,513,188,67,71,17,15,38
2024-25,Jae'Sean Tate,HOU,SF,52,588,188,117,47,26,7,22
2024-25,Zeke Nnaji,DEN,PF,57,608,184,90,23,25,38,14
2024-25,Paul Reed,DET,C,45,438,184,123,44,39,25,26
2024-25,Tre Mann,CHO,PG,13,319,183,38,39,7,4,25
2024-25,Vince Williams Jr.,MEM,SG,27,499,179,98,55,12,7,33
2024-25,Cory Joseph,ORL,PG,50,612,177,74,72,26,4,18
2024-25,Danté Exum,DAL,PG,20,372,174,33,56,12,3,22
2024-25,Jeff Green,HOU,PF,32,396,172,58,20,6,4,9
2024-25,Kessler Edwards,DAL,SF,40,608,168,115,42,19,20,16
2024-25,Keaton Wallace,ATL,PG,31,501,168,50,81,28,9,33
2024-25,Jaylon Tyson,CLE,SG,47,453,167,96,44,13,3,26
2024-25,Grant Williams,CHO,PF,16,479,166,82,37,18,13,28
2024-25,Jaylen Clark,MIN,SG,40,522,163,53,26,36,2,8
2024-25,Quenton Jackson,IND,PG,28,381,162,44,53,21,5,16
2024-25,Micah Potter,UTA,C,38,705,162,164,31,14,14,31
2024-25,Daniel Theis,NOP,C,38,621,162,164,60,18,20,25
2024-25,Jordan Goodwin,LAL,PG,29,543,161,112,42,30,11,26
2024-25,Charles Bassey,SAS,C,36,376,157,152,17,14,30,23
2024-25,Colby Jones,SAC,SG,39,515,157,87,44,26,13,23
2024-25,Rayan Rupert,POR,SG,52,460,155,70,25,16,4,30
2024-25,Jevon Carter,CHI,PG,36,321,153,39,40,13,3,11
2024-25,David Roddy,ATL,PF,33,410,153,84,35,14,9,22
2024-25,Jordan Miller,LAC,SF,37,420,152,58,34,17,5,26
2024-25,Trevelin Queen,ORL,SG,31,430,152,54,38,31,10,22
2024-25,Wendell Moore Jr.,DET,SG,36,499,150,95,42,20,5,27
2024-25,Bones Hyland,LAC,PG,24,239,149,25,32,18,4,25
2024-25,Dominick Barlow,ATL,PF,35,375,148,85,19,9,16,5
2024-25,Doug McDermott,SAC,SF,42,342,147,22,7,4,2,6
2024-25,Jarred Vanderbilt,LAL,PF,36,581,147,182,41,35,10,29
2024-25,Gary Harris,ORL,SG,48,711,145,64,30,26,12,17
2024-25,Bismack Biyombo,SAS,C,28,528,144,158,31,16,23,27
2024-25,Keion Brooks Jr.,NOP,SF,14,332,142,58,13,10,10,12
2024-25,Ousmane Dieng,OKC,C,37,405,142,81,31,17,7,18
2024-25,Devin Carter,SAC,PG,36,396,138,76,41,21,4,18
2024-25,Luka Garza,MIN,C,39,219,138,54,11,6,3,12
2024-25,Kyle Lowry,PHI,PG,35,659,138,67,96,33,11,21
2024-25,Terrence Shannon Jr.,MIN,SG,32,339,138,47,32,7,5,15
2024-25,Mo Bamba,LAC,C,32,413,138,145,18,9,31,20
2024-25,Reggie Jackson,PHI,PG,31,384,136,42,45,16,3,17
2024-25,Marvin Bagley III,WAS,PF,31,265,136,84,11,9,8,12
2024-25,Dillon Jones,OKC,SF,54,552,135,121,58,16,4,28
2024-25,Isaac Jones,SAC,PF,40,304,134,57,12,5,10,16
2024-25,Hunter Tyson,DEN,PF,51,400,134,78,20,10,6,14
2024-25,Anthony Gill,WAS,PF,51,397,129,66,16,9,2,10
2024-25,Delon Wright,MIL,PG,40,635,125,66,77,35,12,22
2024-25,Colin Castleton,TOR,C,26,432,123,122,28,8,10,23
2024-25,Branden Carlson,OKC,C,32,246,122,54,14,5,21,7
2024-25,Kevin Love,MIA,PF,23,251,122,94,22,15,4,14
2024-25,Isaiah Wong,CHO,SG,20,265,120,32,28,11,0,18
2024-25,Josh Minott,MIN,SF,46,276,119,47,18,15,12,11
2024-25,Jared Rhoden,TOR,SG,14,227,118,42,16,10,2,9
2024-25,Robert Williams,POR,C,20,351,116,118,21,13,33,17
2024-25,Maxwell Lewis,BRK,SF,28,327,116,55,19,9,7,14
2024-25,Dwight Powell,DAL,C,55,551,114,118,55,18,21,18
2024-25,Dariq Whitehead,BRK,SF,20,246,114,29,12,6,1,15
2024-25,Baylor Scheierman,BOS,SG,31,384,113,65,33,17,2,12
2024-25,John Konchar,MEM,SG,46,558,112,151,42,30,14,16
2024-25,Matisse Thybulle,POR,SG,15,312,112,52,28,33,9,13
2024-25,Patty Mills,UTA,PG,29,321,111,22,26,13,3,17
2024-25,Damion Baugh,CHO,SG,15,370,109,50,56,15,2,31
2024-25,Drew Timme,BRK,PF,9,254,109,65,20,4,1,15
2024-25,Jaden Springer,BOS,PG,43,365,109,58,33,24,4,16
2024-25,Torrey Craig,BOS,SF,26,314,108,73,17,8,12,8
2024-25,Taj Gibson,CHO,C,37,409,107,120,21,9,18,25
2024-25,Oscar Tshiebwe,UTA,C,14,255,107,122,9,13,1,10
2024-25,Cam Spencer,MEM,SG,25,252,106,30,34,9,1,6
2024-25,Jalen Hood-Schifino,PHI,SG,15,315,106,27,37,5,7,18
2024-25,Cam Reddish,LAL,SF,33,589,105,66,22,33,10,12
2024-25,Johnny Furphy,IND,SG,50,379,103,71,19,18,11,12
2024-25,Maxi Kleber,DAL,PF,34,637,103,95,43,9,17,23
2024-25,Pat Spencer,GSW,PG,39,250,98,46,48,14,3,18
2024-25,Jericho Sims,NYK,C,53,632,98,197,33,10,19,33
2024-25,Jordan McLaughlin,SAC,PG,46,314,98,30,51,16,1,16
2024-25,Trey Jemison,LAL,C,38,392,95,105,16,9,15,24
2024-25,Reece Beekman,BRK,PG,36,469,93,39,63,33,2,21
2024-25,Christian Koloko,LAL,C,37,342,90,92,16,8,16,12
2024-25,Mitchell Robinson,NYK,C,17,290,87,101,13,16,18,10
2024-25,Dru Smith,MIA,SG,14,268,87,36,23,21,6,17
2024-25,Lester Quiñones,NOP,SG,13,183,86,19,24,3,2,14
2024-25,Elfrid Payton,NOP,PG,24,511,85,79,166,24,11,59
2024-25,Damion Lee,PHO,SG,25,144,83,20,11,6,0,10
2024-25,Jordan Walsh,BOS,PF,52,403,82,69,19,12,11,17
2024-25,Tyler Kolek,NYK,PG,41,296,81,27,70,12,4,18
2024-25,Johnny Davis,WAS,SG,34,242,80,38,11,15,6,7
2024-25,MarJon Beauchamp,MIL,SF,35,156,79,44,11,4,1,15
2024-25,Jaylen Martin,WAS,SF,16,239,78,44,17,9,0,12
2024-25,Kobe Brown,LAC,PF,40,272,77,65,24,7,4,12
2024-25,Alex Reese,PHI,PF,15,216,76,47,4,10,10,6
2024-25,Moses Brown,IND,C,13,119,76,44,2,6,4,11
2024-25,Lamar Stevens,MEM,PF,17,155,74,38,8,5,3,10
2024-25,Alex Len,SAC,C,46,380,74,95,38,9,21,20
2024-25,JT Thor,WAS,PF,20,249,71,48,6,8,9,9
2024-25,Tristan Thompson,CLE,C,40,328,69,134,24,2,11,14
2024-25,Marcus Bagley,PHI,SF,10,253,67,70,10,9,12,7
2024-25,Jaylen Nowell,NOP,SG,8,168,67,20,18,1,4,8
2024-25,Tyler Smith,MIL,PF,23,122,67,25,4,3,4,8
2024-25,Adam Flagler,OKC,SG,37,203,65,27,12,8,3,4
2024-25,Nate Williams,HOU,SG,20,147,65,13,9,8,4,14
2024-25,Bronny James,LAL,SG,27,181,62,18,22,9,3,13
2024-25,De'Anthony Melton,GSW,SG,6,121,62,20,17,7,2,10
2024-25,Tony Bradley,IND,C,14,113,61,42,6,2,9,5
2024-25,Markelle Fultz,SAC,PG,21,184,61,20,27,10,2,15
2024-25,Cole Swider,TOR,SF,10,169,59,27,3,4,2,4
2024-25,Bruno Fernando,TOR,C,17,147,58,51,18,4,9,14
2024-25,Dario Šarić,DEN,C,16,210,56,50,23,7,1,15
2024-25,Markieff Morris,LAL,PF,15,165,56,23,21,2,3,5
2024-25,Tyson Etienne,BRK,PG,7,151,55,9,12,3,1,8
2024-25,Killian Hayes,BRK,PG,6,162,54,18,31,4,4,9
2024-25,Drew Peterson,BOS,PF,25,186,54,40,13,5,2,8
2024-25,Kobe Bufkin,ATL,SG,10,124,53,21,17,3,2,8
2024-25,Garrett Temple,TOR,SG,28,227,53,29,31,17,2,10
2024-25,Chuma Okeke,PHI,PF,9,196,53,47,15,5,4,3
2024-25,Patrick Baldwin Jr.,WAS,SF,24,107,53,25,3,3,2,5
2024-25,Oshae Brissett,PHI,SF,6,142,52,22,4,4,3,8
2024-25,Ariel Hukporti,NYK,C,25,217,48,51,11,1,15,21
2024-25,Enrique Freeman,IND,PF,22,181,46,30,9,3,3,6
2024-25,Kevin Knox,GSW,SF,14,84,46,17,5,2,4,4
2024-25,Keshad Johnson,MIA,SF,16,98,43,28,4,5,4,4
2024-25,Daeqwon Plowden,ATL,SG,6,72,43,11,2,0,0,4
2024-25,Jaylen Sims,CHO,SG,6,112,42,6,12,3,1,8
2024-25,Pete Nance,PHI,C,13,138,38,21,10,2,2,4
2024-25,Emoni Bates,CLE,SF,10,75,37,7,8,1,1,2
2024-25,Chris Duarte,CHI,SG,17,74,36,20,9,0,0,1
2024-25,Alex Ducas,OKC,SG,21,125,36,26,5,5,0,4
2024-25,Yuki Kawamura,MEM,PG,22,93,36,12,19,2,0,5
2024-25,Nae'Qwan Tomlin,CLE,PF,5,63,36,21,2,0,1,2
2024-25,Isaiah Jackson,IND,C,5,84,35,28,5,3,8,5
2024-25,TyTy Washington Jr.,PHO,PG,16,118,35,13,16,3,0,3
2024-25,Xavier Tillman Sr.,BOS,C,33,231,34,43,7,11,5,14
2024-25,Kylor Kelley,DAL,C,11,126,34,39,5,1,3,4
2024-25,JD Davison,BOS,PG,16,93,33,13,13,5,1,13
2024-25,PJ Hall,DEN,C,19,66,33,22,4,0,4,2
2024-25,Trey Alexander,DEN,SG,24,117,32,12,11,2,1,5
2024-25,Elijah Harkless,UTA,SG,10,138,32,21,8,10,1,3
2024-25,Josh Richardson,MIA,SG,8,150,32,12,12,8,1,8
2024-25,Sidy Cissoko,SAS,SF,22,114,32,21,15,2,1,11
2024-25,Pacôme Dadiet,NYK,SG,18,111,30,18,5,3,2,4
2024-25,RayJ Dennis,IND,PG,11,70,30,12,14,7,2,5
2024-25,Chris Livingston,MIL,SF,21,106,30,35,5,5,0,6
2024-25,Josh Christopher,MIA,SG,14,69,28,9,8,5,3,6
2024-25,Marcus Garrett,CHO,SG,4,79,28,6,13,3,2,6
2024-25,Matt Ryan,NYK,SF,19,68,28,8,3,2,0,3
2024-25,Spencer Jones,DEN,SF,20,125,26,17,5,5,5,5
2024-25,Vlatko Čančar,DEN,PF,13,136,24,32,9,3,2,11
2024-25,N'Faly Dante,HOU,C,4,51,24,21,2,1,5,2
2024-25,Jazian Gortman,DAL,PG,16,57,24,5,6,2,1,5
2024-25,Jae Crowder,SAC,PF,9,103,23,20,6,3,0,4
2024-25,Mason Jones,SAC,SG,10,45,23,9,11,0,1,1
2024-25,Jacob Toppin,NYK,SF,17,76,23,15,6,2,0,3
2024-25,Jackson Rowe,GSW,PF,6,52,22,11,4,4,0,1
2024-25,E.J. Liddell,CHI,PF,12,53,21,9,3,1,1,2
2024-25,Leonard Miller,MIN,SF,13,32,20,11,0,2,1,2
2024-25,Cam Christie,LAC,SG,13,59,18,12,6,5,1,2
2024-25,Justin Minaya,POR,SF,19,101,18,10,7,6,1,5
2024-25,Jamaree Bouyea,MIL,PG,5,62,17,5,10,4,2,8
2024-25,David Duke Jr.,SAS,SG,6,34,16,5,4,1,0,2
2024-25,Malachi Flynn,CHO,PG,4,44,16,7,7,3,0,4
2024-25,Joe Ingles,MIN,SF,19,114,15,11,23,2,0,9
2024-25,Bobi Klintman,DET,SF,8,42,15,7,7,2,1,1
2024-25,Stanley Umude,MIL,SG,22,86,15,17,4,3,6,3
2024-25,Taylor Hendricks,UTA,PF,3,75,14,15,2,5,4,2
2024-25,Jack McVeigh,HOU,PF,9,43,14,5,1,0,2,2
2024-25,Tolu Smith,DET,PF,1,22,14,8,0,0,0,2
2024-25,Armel Traoré,LAL,SF,9,67,14,15,1,4,2,3
2024-25,Isaiah Crawford,SAC,SF,15,46,13,8,1,1,2,1
2024-25,Bryce McGowens,POR,SG,13,32,13,3,2,1,0,4
2024-25,Luke Travers,CLE,SG,12,88,12,20,8,1,1,8
2024-25,Trentyn Flowers,LAC,SF,6,27,11,4,0,0,0,1
2024-25,Jahmir Young,CHI,PG,6,30,11,3,6,0,0,1
2024-25,Emanuel Miller,CHI,PF,6,25,10,8,2,1,0,0
2024-25,Jalen Bridges,PHO,SF,8,30,9,4,0,0,0,4
2024-25,Liam Robbins,MIL,C,13,57,9,12,2,2,2,6
2024-25,P.J. Tucker,NYK,SF,3,58,9,8,0,1,1,1
2024-25,James Johnson,IND,PF,12,37,8,6,4,0,2,4
2024-25,Adama Sanogo,CHI,C,4,21,8,6,1,0,0,1
2024-25,Anton Watson,NYK,SF,9,22,8,3,2,1,0,2
2024-25,Phillip Wheeler,PHI,PF,5,44,8,8,2,1,2,1
2024-25,PJ Dozier,MIN,SG,9,35,7,5,5,1,0,1
2024-25,Daniss Jenkins,DET,PG,7,23,7,2,3,0,0,1
2024-25,Miles Norris,BOS,PF,3,35,7,9,0,2,1,0
2024-25,Kevin McCullar Jr.,NYK,SF,4,29,6,8,2,1,1,0
2024-25,Isaiah Mobley,PHI,PF,1,17,6,4,5,1,1,0
2024-25,Taze Moore,POR,SG,2,20,6,8,1,2,0,2
2024-25,James Wiseman,IND,C,1,5,6,1,0,0,0,0
2024-25,Ulrich Chomche,TOR,PF,7,32,5,8,2,0,1,2
2024-25,Skal Labissière,SAC,PF,4,12,5,3,1,0,0,0
2024-25,Alondes Williams,DET,SG,1,4,5,0,1,0,0,0
2024-25,Ron Harper Jr.,DET,SF,1,17,4,7,2,0,0,0
2024-25,Harrison Ingram,SAS,SF,5,35,4,9,3,3,0,1
2024-25,D.J. Carton,TOR,SG,4,33,3,4,3,2,0,4
2024-25,Cui Yongxi,BRK,SG,5,10,3,2,0,0,0,0
2024-25,Braxton Key,GSW,SF,3,11,3,2,0,2,0,1
2024-25,Tristen Newton,IND,SG,8,16,3,4,2,1,0,2
2024-25,Quincy Olivari,LAL,PG,2,10,3,0,1,0,0,1
2024-25,Yuri Collins,GSW,PG,2,16,2,3,4,2,0,0
2024-25,Malevy Leons,OKC,SF,6,21,2,3,1,0,0,1
2024-25,Daishen Nix,MIN,PG,3,13,1,4,3,0,0,4
2024-25,Terence Davis,SAC,SG,1,8,0,1,1,0,0,0
2024-25,Jesse Edwards,MIN,C,2,5,0,0,1,0,0,0
2024-25,Mac McClung,ORL,SG,2,10,0,1,3,0,0,0
2024-25,Jalen McDaniels,WAS,SF,4,7,0,0,1,1,0,0
2024-25,Riley Minix,SAS,SF,1,7,0,2,0,0,0,0
2024-25,Jahlil Okafor,IND,C,1,3,0,1,1,0,0,0
2024-25,Zyon Pullin,MEM,SG,3,3,0,0,0,0,0,0
2024-25,Isaiah Stevens,MIA,PG,3,6,0,2,0,1,0,0
2024-25,Terry Taylor,SAC,PF,3,6,0,1,2,0,0,0
